"name";"age";"author";"text";"reyt"
"Эля";"27";"Анонимный Дон";"И вроде бы все норм, но отсутствие на номере вацапа или типа того - салон скорее всего. А жаль.";"5"
"Женя";"24";"Анонимный Дон";"Я хочу связать тебе покрепче руки за спиной, привязать голую и связанную к столбу часов на 10 , выпороть хлыстом по сиськам, надев на них прищепки, потом посмотрим, за все заплачу с бонусом. Ну что договорились?";"5"
"🔥Полина🔥";"24";"Анонимный Дон";"Классная, страстная. Ани не любит, горловой сама делает, глаза красивые, линзы. Целуется страстно, очень сексуальная. Только положительные впечатления!";"5"
"🔥Полина🔥";"24";"Анонимный Дон";"Богиня любви, создана для этой профессии.<br />
Даже со мной сложным хорошо справилась";"5"
"🔥Полина🔥";"24";"Анонимный Дон";"Фейк?";"4"
"😝Ника😝";"24";"Анонимный Дон";"Ох блять она потрясна,любит стихи и еблю жаркую, это круто когда я только открыл дверь она уже сосет!!!!блять бомба,но че то дорого стало,а так заебок";"5"
"😝Ника😝";"24";"Анонимный Дон";"Такая прикольная, приятная. По фото казалась побольше, а оказалась такой миниатюрненькой. Заскочил не на долго, надо повторить визит наподольше) В целом доволен)";"5"
"😝Ника😝";"24";"Анонимный Дон";"Девушка красивая но секс на три с минусом.";"1"
"😝Ника😝";"24";"Анонимный Дон";"Ника просто богиня, настолько тёплый прием, очень ответственный подход, игривая, очень ухоженная, общительная, интересная девушка! И безумно сексуальная!!! Хочется возвращаться снова и снова!!!";"5"
"Настя";"21";"Анонимный Дон";"Реальная? Кто знает ?";"1"
"Настя";"21";"Анонимный Дон";"Изображенная на фото модель не может стоить 3000. Очевидное разводилово";"1"
"Мария";"22";"Анонимный Дон";"Маха! Парни просите что бы встала раком и подвигалась! Задымитесь,гарантировано.Грубо не надо а со смазочкой в попочку крутяк! Незабываемые впечатления.";"5"
"Мария";"22";"Анонимный Дон";"Любит безумно свое тело! и себя любимую! Станешь ее напарником в игре,получишь ласки которые и не видел!Грудь наливная,попка упругая как мячик!Честно сказать приплыл(кончил) просто лаская ее мозги доделали основное! Очень хороша.....";"5"
"Мариначка без предоплаты";"38";"Анонимный Дон";"даже по фото далеко за 40";"1"
"Мариначка без предоплаты";"38";"Анонимный Дон";"Дак они потасканные к 30 годикам уже, вот и выглядят как на 50.";"1"
"Мариначка без предоплаты";"38";"Анонимный Дон";"Это у тебя денег нет, коль ложишься под всех, кому ты конкурент, не льсти себе.";"1"
"Алина";"23";"Анонимный Дон";"Дойки что надо!облизал обсосал намял! Приятность сплошная! Трах тибидох сбоку,невыпуская эти подушки безопасности из рук! Как почувствовала приближение финала,задницей заерзала как сучка в течке! все было оки доки!";"5"
"Анна";"19";"Анонимный Дон";"Озорной малышок! любит когда ее бьют ремешком,только не сильно.....повизгивает как поросеночек! а потом начинается просто экстаз и дикое у нее возбуждение....в этот момент и засунул ей в очко....крутил как вертеле.....аш слюной брызгала плюс сквирт....давольно обильный....был предупрежден.....неожиданностью не стало а только приятностью!!!";"5"
"Алина";"25";"Анонимный Дон";"Встречался по другой анкете. Замечательная девушка. Всё заявленное супер. По фото легко узнаваема. Всем удачи.";"5"
"Алина";"25";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в тг @Xzxzx88";"5"
"Emilia";"19";"Анонимный Дон";"Они обманщики а там все на другой а Реал другой сегодня";"1"
"Вaря";"21";"Анонимный Дон";"Располагает к себе – нежная и умелая, остался всем доволен.<br />";"5"
"Алина";"22";"Анонимный Дон";"Здравствуй. Работаешь?";"3"
"Алина";"22";"Анонимный Дон";"Не дозвонился, похоже не работает...";"3"
"Заира";"29";"Анонимный Дон";"Одна в кв?";"5"
"Заира";"29";"Анонимный Дон";"Вацап или телег ест?";"5"
"Заира";"29";"Анонимный Дон";"Напиши мне";"5"
"Раиса";"34";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Нина";"22";"Анонимный Дон";"Позвал к себе, приехала быстро, накрашенная, в крутом наряде, попец накаченный у неё. По процессу все устроило, доволен";"5"
"Нина";"22";"Анонимный Дон";"Позвал эту девочку к себе в отель, договор был на 2 часа. Попросил выслать доп фото, очень понравилась она мне. Выслала свои видео - я влюбился! По процессу всё супер, минет глубокий и долгий, секс крутой. Короч. Я её продлил до утра. И было о чем поговорить";"5"
"Олеся";"26";"Анонимный Дон";"Приглашает и выключает телефон. Ценник выше. Кто там сидит и сидит ли вообще - вопрос";"1"
"Кристина";"36";"Анонимный Дон";"реально?";"5"
"Кристина";"36";"Анонимный Дон";"Салон или инди ?";"5"
"Кристина";"36";"Анонимный Дон";"Привет салон или инди?";"3"
"😘Женя😘";"18";"Анонимный Дон";"Все на 5 баллов!!!<br />
Отличнейший глубочайший минет!<br />
Приятная в общении, квартира отличная!";"5"
"😘Женя😘";"18";"Анонимный Дон";"Красивая,приятная но секс не айс три с минусом.";"1"
"Алина";"19";"Анонимный Дон";"не стоить ходить";"1"
"Соня";"20";"Анонимный Дон";"Я хочу связать тебе покрепче руки за спиной. привязать тебя голую и связанную к столбу часов на 10 и выпороть тебя кнутом по сиськам, надев на них прищепки, за все заплачу с бонусом. Ну что договорились?";"5"
"Линда";"25";"Анонимный Дон";"Девочка огонь!<br />
Очень нежная и чувственная. Сосет с удовольствием, трахается тоже. В перерыве очень весело можно поболтать";"5"
"Линда";"25";"Анонимный Дон";"В очередной раз Классно провёл время, никому не советую пусть всё достанется мне!))";"5"
"Милана";"19";"Анонимный Дон";"На Ясенево, встретишь меня?";"5"
"Милана";"19";"Анонимный Дон";"Ещё работаешь?";"5"
"Инна";"25";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в тг @Xzxzx88";"5"
"Инна";"25";"Анонимный Дон";"Я хочу тебя!";"5"
"🔥💗Юлия💗🔥";"23";"Анонимный Дон";"Пожалуй мне даже добавить нечего кроме как деваха просто космос!!!! Анал на ура!";"5"
"Дина";"23";"Анонимный Дон";"Ни о чём";"1"
"Алиса";"24";"Анонимный Дон";"Добрый вечер , прайс верный?";"5"
"Маша";"22";"Анонимный Дон";"Хороша";"5"
"Маша";"22";"Анонимный Дон";"Хороша";"5"
"Маша";"22";"Анонимный Дон";"Адрес Ии какой метро  част 1500 р";"4"
"ЯНА";"22";"Анонимный Дон";"Привет, у тебя нет венерич.заболеваний?";"5"
"ЯНА";"22";"Анонимный Дон";"А тебе можно будет сделать сквирт?";"5"
"ЯНА";"22";"Анонимный Дон";"на фото Коровина";"1"
"Саша";"22";"Анонимный Дон";"Бессисичная лярва но сосет отменно.Прицепил ей ошейник,и таскал по комнате,возбуждает, а потом сосала в разных вариантах! Люблю это дело.Проглатила,не подавилась и то хорошо.....ненавижу баб....";"4"
"Джaннa";"20";"Анонимный Дон";"Джа чаво!? а джа типа на еби не хочу......блять кто им имена то придумывают или сами.......Мелкосисичная рабочая лошадка. Поза с зади самая приемлемая для меня,руки длиные до всех частей тела паралельно достаю удобно для обработки всех органов.....Канчумбу словил и то хорошо а на НА ДЖА пофиг....";"4"
"Инга";"38";"Анонимный Дон";"Привет? Работаеш можно заехать на пару часов. у меня не било ни когда з женщины хотел бы потрахать слатко тебя";"3"
"Лариса";"50";"Анонимный Дон";"Здравствуйте !";"5"
"Танюшка";"21";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Танюшка";"21";"Анонимный Дон";"Тело сексуальное.Сильно возбуждает.";"5"
"Танюшка";"21";"Анонимный Дон";"Какой адрес?";"1"
"Танюшка";"21";"Анонимный Дон";"Хочу такую красотку";"5"
"Мона";"24";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в тг @Xzxzx88";"5"
"Вика";"30";"Анонимный Дон";"ого";"5"
"Вика";"30";"Анонимный Дон";"Салон такой девушки там не было впаривали других сразу ушел.не рекомендую";"1"
"Мишель";"21";"Анонимный Дон";"АС есть ?";"5"
"Мишель";"21";"Анонимный Дон";"фейк";"1"
"Настя";"23";"Анонимный Дон";"Был вчера, все отлично, те более на этом районе, не обижайте, девушка приятная и воспитанная, а как поет!!!";"5"
"Настя";"23";"Анонимный Дон";"Роскошная, безумно красивая и страстная! Всё шикарно: и секс, и общение. Хороши и формы, и содержание) Принимает в уютной квартире, ничего и никого лишнего!";"5"
"Настя";"23";"Анонимный Дон";"Минет плотный, кайфовый.<br /><br />
Кс любит, кончает! Спасибо, рекомендую";"5"
"Настя";"23";"Анонимный Дон";"Был несколько раз. Приятная на ощупь и в общении ))<br />
Подглядывал за ней в душе (она видела, конечно) - очень возбуждает ))";"5"
"Настя";"23";"Анонимный Дон";"Приветик,телега есть?";"5"
"Настя";"23";"Анонимный Дон";"Очень понравилась Настя,любит ласкать)Минет ахеренный)";"5"
"Юля";"30";"Анонимный Дон";"Красотка! Есть ли такая?";"5"
"Даша";"45";"Анонимный Дон";"Привет";"5"
"Алиса";"23";"Анонимный Дон";"Приеду в гости обязательно";"5"
"Лилиана";"23";"Анонимный Дон";"Мм девочка супер попка тугая. Грудь супер. Непротив спустить в ротик";"5"
"Лилиана";"23";"Анонимный Дон";"Привет. Меня зовут Алена,кто хочет спустить мне в ротик позвоните +7 (962) 955-65-43";"5"
"Лилиана";"23";"Анонимный Дон";"А Алёне за сколько можно спустить в ротик?";"5"
"Лилиана";"23";"Анонимный Дон";"Хочу жарить твою жопу";"2"
"Лилиана";"23";"Анонимный Дон";"Я бы трахнул эту попку эх";"5"
"Кристина";"23";"Анонимный Дон";"Крошка, реальна  ?";"5"
"Ксюша";"22";"Анонимный Дон";"Не она , другой человек мошенник";"1"
"Александра";"25";"Анонимный Дон";"Написано что 2к сказала приезжай, приехал и говорит ты помнишь что 3 тыс ?)   Не советую";"1"
"Александра";"25";"Анонимный Дон";"Лохотрон фото не соотведствует действительности";"1"
"Ульяна";"24";"Анонимный Дон";"Милая кошечка....хотелось просто расслабиться....хотел давольствоваться только массажем....долго ползала,мазала ароматными маслами...коксалась меня своими прелестями....потом произошло то что должно возбуждение и как говорится по маслу....все замечательно!";"5"
"Танюшка";"27";"Анонимный Дон";"Привет кроха";"5"
"Танюшка";"27";"Анонимный Дон";"Я хочу лизать твои голые груди и гладить твои бедра! Хочу обнимать твое голое тело и прижиматься к тебе!";"5"
"Ася";"28";"Анонимный Дон";"О_о за доску с 3-мя дырками столько платить .";"1"
"Ася";"28";"Анонимный Дон";"Олала какая детка, ответь на комент чтоб на приехал.";"5"
"Ася";"28";"Анонимный Дон";"У баба трипак, берегитесь...";"1"
"Ася";"28";"Анонимный Дон";"Телега будет";"5"
"Ася";"28";"Анонимный Дон";"Зарегистрируй на свой номер Телеграм и всё обсудим.";"5"
"Ася";"28";"Анонимный Дон";"Как с тобой связаться?";"5"
"Леся";"30";"Анонимный Дон";"Супер!";"5"
"Анфиса";"25";"Анонимный Дон";"Красотка";"5"
"Калина";"24";"Анонимный Дон";"Соответствует анкете данные услуги и цены?";"3"
"Лиза";"22";"Анонимный Дон";"Замечательная девушка , все понравилось , осталось доволен";"5"
"Лиза";"22";"Анонимный Дон";"А допы сколько стоят";"5"
"Лиза";"22";"Анонимный Дон";"Фото этой девушки реклама <br />
Не ведитесь";"1"
"Аня";"20";"Анонимный Дон";"Безумная маньячка....члены заглатывает как сосиски и все ей мало! Не зря всегда говорил сколько метров отсосала за машину или за шмот, шутка.Обработала нас троих и не устала нехрена...и как мне показалось была недавольна что мало....ну мне хватило и так.....";"5"
"Лидия";"22";"Анонимный Дон";"Ой кароший попка сиськи няшки! Подмахивает супер,давно с таким удовольствием не трахался.....все чинно благородно, красиво для непонятливых! Девочка восторг...походу начинающая...еще можно получить ответное удовольствие!";"5"
"Аня";"23";"Анонимный Дон";"Работаете?";"5"
"Аня";"23";"Анонимный Дон";"Работаете сегодня?";"5"
"Крис";"26";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Ольга";"23";"Анонимный Дон";"Секс бомба! Реально ,пацаны,походу бывшая танцовщица...препадает себя в лутшем свете! Просто начинает двигатся и у тя уже встает.....а как танцует на хую просто одно удовольствие карусель да и только....ниграму не жалко проведенного времени супер свезло так свезло....";"5"
"Алена";"20";"Анонимный Дон";"Это модель. Фото фейк";"1"
"Людмила";"38";"Анонимный Дон";"На фото актриса Саманта Андерсон.";"1"
"Людмила";"38";"Анонимный Дон";"Порно модель Саманта, значит обычный притон с беззыбыми мразями с вокзала.";"1"
"Людмила";"38";"Анонимный Дон";"Гонево. Это Саманта Андерсон.";"1"
"Раиса";"21";"Анонимный Дон";"😘😘😘😘😘";"5"
"Рита";"25";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Анюта";"24";"Анонимный Дон";"Дайте Адрес";"5"
"Мария";"24";"Анонимный Дон";"Никогда ранее не встречал девушек, которые так точно бы читали все мои желания в постели. Она оказалась действительно опытной!";"5"
"Елизавета";"19";"Анонимный Дон";"Пиздешь!! Шлюхи теперь просто разводят. А их агентом всегда выступает чурка.<br />";"1"
"Елизавета";"19";"Анонимный Дон";"Как оплата происходит?";"5"
"Кристина";"22";"Анонимный Дон";"Обожаю трахать веселушек! В их болтливый ротик! Особенно когда захлебывается собственной блевотой! И потом с размазаными от слез глазами,после окончания,пытается улыбнутся....";"5"
"Ника";"22";"Анонимный Дон";"Вранье полное,отвечает диспетчер";"1"
"Мария";"23";"Анонимный Дон";"Ограничелся миньетом! Сосала долго и нудно.Иногда давал паузу для отдыха и пил шампусик! Когда уже все произошло просто кончил ей на смазливое личико! Грудак как будто в шинмонтаже перекачали воздухом да и ножки слишком худенькие.....";"3"
"Настя";"19";"Анонимный Дон";"Кто-нибудь может поделиться впечатлениями от встречи с ней?";"4"
"Кристина";"24";"Анонимный Дон";"Привет) Ответь мне пожалуйста на несколько вопросов. Данные анкеты всё ещё актуальны? Сколько контактов в час?";"5"
"Тина";"18";"Анонимный Дон";"hi";"5"
"Слава";"24";"Анонимный Дон";"Прожонная бывалая шлюха! Оседлает потрется доведет до кондиции и останавливается! И так несколько раз,пока у тя уже терпелка еле срабатывает!Но зато получается долго и давольно таки приятно.";"5"
"Анастасия";"22";"Анонимный Дон";"Номер не доступен";"1"
"Ниса";"26";"Анонимный Дон";"Хреновый девка не тратить время";"1"
"Алина";"24";"Анонимный Дон";"Фото Хайди Романов!";"1"
"Алена";"22";"Анонимный Дон";"Сосет так себе. Член для нее большой, эмоций ноль. В квартире две собаки.<br />
Не стоит того, вообще.";"1"
"Элла";"28";"Анонимный Дон";"👍";"5"
"Марина";"32";"Анонимный Дон";"Красива. Поеду к ней";"5"
"Эльмира";"21";"Анонимный Дон";"Привет) Ответь мне пожалуйста на несколько вопросов. Данные анкеты всё ещё актуальны? Сколько контактов в час?";"5"
"Кристина";"27";"Анонимный Дон";"G<br />";"2"
"Кристина";"27";"Анонимный Дон";"Фото с другой анкеты!";"1"
"Жаркынай";"23";"Анонимный Дон";"Приает";"5"
"Жаркынай";"23";"Анонимный Дон";"На фото классная,а вот какая на самом деле.....Приезжаешь,а там чудище морское(((.";"5"
"Танюшка";"21";"Анонимный Дон";"Привет красавица";"5"
"Танюшка";"21";"Анонимный Дон";"Крошка как делишки, есть тг";"5"
"Танюшка";"21";"Анонимный Дон";"Привет малышка<br />";"5"
"Танюшка";"21";"Анонимный Дон";"Привет это ты на фото";"5"
"Танюшка";"21";"Анонимный Дон";"Привет";"5"
"Милена";"36";"Анонимный Дон";"Я дрочу на твои фото !";"5"
"Катюша";"23";"Анонимный Дон";"Пизженые фотки";"1"
"Наталья";"25";"Анонимный Дон";"Был у этой красотки,всё понрааилрсь,квартира уютная,за временем не следит не подгоняет,знает свое дело.работает с подругой.добрые веселые,не обижайте их.";"5"
"Азу(2500)";"25";"Анонимный Дон";"Это известная порно модель, китайского происхождения, Развод ха ха";"1"
"Азу(2500)";"25";"Анонимный Дон";"Согласен полный разводняк там нет такой.";"1"
"Юля";"23";"Анонимный Дон";"Это же не ты на фото!) Это американская секс модель! Эмма Гловер";"1"
"Юля";"27";"Анонимный Дон";"Телефон не работает";"1"
"Виктория";"24";"Анонимный Дон";"Попочка немного рыхлая но не портит общей картины! Я любитель по жопе проехаться !Нагнул малость в попе прогнул....все натянулось как кожа на барабане...и засадил своего горячего в анал! Слазу вощел по яйца...пискнула малость а потом заерзала....как я это люблю!!!";"5"
"Катя";"29";"Анонимный Дон";"...кекс между грудями просто  улетный !!";"5"
"АНЯ";"23";"Анонимный Дон";"16 см это мало ?";"5"
"Камила";"24";"Анонимный Дон";"Очередная фейк анкета,фото несоответствуют анкетным";"1"
"Кира";"21";"Анонимный Дон";"Обебалово конкретное, не видитесь ребятушки!!!";"5"
"Кира";"21";"Анонимный Дон";"Перевёл кучу бобла и не вышла, перевела стрелы на кокогото посредника, мол я не я и  жопа не моя";"1"
"Неля и Вика";"24";"Анонимный Дон";"Не правильно указан адрес";"4"
"Неля и Вика";"24";"Анонимный Дон";"Салон услуги не соответствуют как указано в анкете.";"1"
"Ева";"24";"Анонимный Дон";"Очень гибкая деваха! Все время хотелось попробовать одну позу....да подруги в основном тушки тяжелые а с этой получилось обхват за талию поднял как пушинку к лицу ее задом поза 69 только стоя! Мечта сбылась.....но ничего особенного....закончил у нее в попке раком! все путем.....не всегда мечты и желания   получаются ожидаемыми...";"5"
"Лена";"24";"Анонимный Дон";"Фейк";"1"
"Лена";"24";"Анонимный Дон";"Фейк";"1"
"Юля";"23";"Анонимный Дон";"Это полная шляпа ребята. Приехал говорили что типо приедешь будет выбор и тд. А по факту приехал говорят типо сейчас тебе перезвонят и ни хера. Звоню по номеру а там просто тупо сбрасывают.";"1"
"Милана";"19";"Анонимный Дон";"ГО СЕКАС";"5"
"Илона";"30";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Кристина";"21";"Анонимный Дон";"Был кто у нее?";"5"
"Мила";"25";"Анонимный Дон";"Доны кто был отпишитесь))";"5"
"Мила";"25";"Анонимный Дон";"Там не она. Отвечает диспетчер.";"1"
"Мила";"25";"Анонимный Дон";"Нет там такой. все вранье!!!";"1"
"Мила";"25";"Анонимный Дон";"Добрый день вы индивидуалка или салон?";"5"
"Симона";"25";"Анонимный Дон";"Поможешь лишиться девственности?";"5"
"Света";"23";"Анонимный Дон";"Очень нежная и приятная)";"4"
"Диана";"28";"Анонимный Дон";"Привет. Ты реальная?";"4"
"Адель";"23";"Анонимный Дон";"Девушка приятная, фото соответствует, договорились без проблема встретила вовремя. По процессу все на хорошем уровне, мбр понравился.С гигиеной всё ок, отношение правильное. Встречей остался доволен, рад знакомству.";"5"
"Адель";"23";"Анонимный Дон";"Девушка<br />
Прекрасна<br />
Весь процесс на 5+<br />
Спасибо малыш.<br />
Странный парень который всегда улыбается)))";"5"
"Адель";"23";"Анонимный Дон";"Да девочка класс ,жаль анала нет .";"5"
"Адель";"23";"Анонимный Дон";"это салон?)";"4"
"Вик";"40";"Анонимный Дон";"Вкусняшка";"5"
"Кристина";"29";"Анонимный Дон";"Привет. Встретимся?";"5"
"Татьяна";"24";"Анонимный Дон";"Всем привет! Я наверно маньячела мазахист! Безумно захотелось что бы эта лярвочка,пошлепала меня и обработала член ножками! Получилось,сначало боялась скромничила и нежничала! Когда я ей показал как и разрешил потоптать как следует разошлась! Кончумбу словил как будто брызнул из пожарного шланга,я доволен как слон! Со своей подружкой такого эфекта не достигал! Или эта шлюха оторвалась ха обиды многих.....главное что я даволен....";"5"
