"name";"age";"author";"text";"reyt"
"😍Рина😍";"23";"Анонимный Дон";"Девушка ебливая, красивая, ухоженная, приятная собеседница, что редкость. Разговаривал как с подругой. В сексе предпочитает скоростной режим и еблю. Сосет до глотки аж член натирает.";"5"
"😍Рина😍";"23";"Анонимный Дон";"супер";"5"
"Лилия";"22";"Анонимный Дон";"гнилая пиздА.";"2"
"Лилия";"22";"Анонимный Дон";"Очень милая и сексуальная девушка!";"5"
"Лилия";"22";"Анонимный Дон";"Красивая сексуальная девушка! Хочу целовать ее голые груди и лизать у нее между ног!";"5"
"Лора";"28";"Анонимный Дон";"Фото твоё?";"1"
"АЛИНА СЕКС";"21";"Анонимный Дон";"у тебя есть место где побыть с тобой";"5"
"Дaшa";"24";"Анонимный Дон";"Очаровательная девушка!";"5"
"Ксюша";"25";"Анонимный Дон";"Привет. Пригласите меня в гости...?";"5"
"Полина";"25";"Анонимный Дон";"Белая лошадка! Держал ее за шикарные волосики и драл как говорится под хвост!!!!! Круп на столько крутой и рельефный что особо и стимуляции не надо было чтоб член от напряжения стал аш лиловый!А презервативы с шипами только усилили экстаз!....P.S. сперма из презерватива была демонстративно выпита......пустячок,а приятно.";"5"
"Тамара";"45";"Анонимный Дон";"Думаю можно разок в попау трахнуть и в ротик кончить. Пойдёт";"3"
"Тамара";"45";"Анонимный Дон";"Охуенная жопа большая , то что надо рачком 🔥";"5"
"Полина";"25";"Анонимный Дон";"привет работаешь";"5"
"Полина";"25";"Анонимный Дон";"Когда вернешся с отпуска моя дорогая?";"3"
"Полина";"25";"Анонимный Дон";"Работаешь примешь сегодня";"5"
"Полина";"25";"Анонимный Дон";"в работе?";"5"
"Полина";"25";"Анонимный Дон";"МБР и ОВР включено в стоимость, или доп?";"5"
"Полина";"25";"Анонимный Дон";"Какой у тебя размер сисичек?";"5"
"Полина";"25";"Анонимный Дон";"Привет, работаешь сегодня?";"5"
"Полина";"25";"Анонимный Дон";"Хочу заглянуть,примешь?";"5"
"Полина";"25";"Анонимный Дон";"Во сколько можно сегодня ?";"5"
"Полина";"25";"Анонимный Дон";"Работаете?";"5"
"Полина";"25";"Анонимный Дон";"привет, хочу завтра приехать, работаешь?";"5"
"Полина";"25";"Анонимный Дон";"Привет  Полина. Ты ещё работаешь? близлежащий метро если можно, куда  приехать?";"5"
"Полина";"25";"Анонимный Дон";"Ты работаеш";"1"
"Наталья";"22";"Анонимный Дон";"Классная девушка – в постели просто тигрица! Рекомендую.";"5"
"Виктория";"28";"Анонимный Дон";"Привет кроха";"5"
"Маша";"23";"Анонимный Дон";"Привет дорогая";"5"
"Маша";"23";"Анонимный Дон";"Это Фейк. Не трате время!";"1"
"Маша";"23";"Анонимный Дон";"Ага, а теперь вбейте в гугл &quot;Лана Роудс&quot;, посмотрите на одну из самых известных порно-актрис мира, а потом на фото здесь.";"1"
"Маша";"23";"Анонимный Дон";"Фотки из инета.  Замануха для лошков.";"1"
"Маша";"23";"Анонимный Дон";"Обман";"1"
"Маша";"23";"Анонимный Дон";"Гопота из ульяновска.";"1"
"😍Алекса😍";"20";"Анонимный Дон";"Очень, очень, очень душевная встреча получилась. Девушка волшебная, это тот случай, когда невозможно просто уйти";"5"
"Monica";"21";"Анонимный Дон";"этим фоткам лет 15.";"1"
"София";"19";"Анонимный Дон";"Анкета модели в инсте, фейк.";"1"
"София";"19";"Анонимный Дон";"Как происходит оплата?";"4"
"София";"19";"Анонимный Дон";"То есть , ты приезжаешь , я вижу , что ты настоящая , я даю деньги и идем ко мне, так? Просто на фото реально модель , не особо верится поэтому";"5"
"София";"19";"Анонимный Дон";"Мужик, на фото фейк. Так как анкета , с этой девушкой на фото, используется с 2019 года. Таких анкет на сайте штук 8-15. Это модель из инсты. Этой девушки нет и быть не может на этом сайте";"4"
"Лиза";"24";"Анонимный Дон";"Катя Кириенко";"1"
"aня";"21";"Анонимный Дон";"Чудо! Грудка маленькая но такая чуствительная просто няшка.";"5"
"Кристина";"25";"Анонимный Дон";"Привет кроха";"5"
"Кристина";"25";"Анонимный Дон";"Добрый день";"5"
"Кристина";"25";"Анонимный Дон";"Пришёл, там другая, старше, форм нет, ничего, думал трахну, пофиг, хочу, пососала папу мин, и 5 мин секса в позе, быстрее кончай, я уже устала... Не звоните";"1"
"Соня";"27";"Анонимный Дон";"Как много предложений в Котельниках). И свежих объявлений нет(";"5"
"Соня";"27";"Анонимный Дон";"Привет";"5"
"Соня";"27";"Анонимный Дон";"Допы от какой суммы?";"5"
"Даша";"28";"Анонимный Дон";"Завтра можно подъехать до обеда!!!!";"5"
"Даша";"28";"Анонимный Дон";"Привет красавица фото точно вы";"5"
"Олеся Малибу";"24";"Анонимный Дон";"Девушка хорошая только много разговаривает и перебивает";"5"
"Надя";"28";"Анонимный Дон";"Могу к тебе щас приехать?";"5"
"Надя";"28";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в телеграмм @Xzxzx88";"5"
"Лиза";"24";"Анонимный Дон";"5";"5"
"Лиза";"24";"Анонимный Дон";"Нигертянки";"1"
"Вера";"23";"Анонимный Дон";"Адрес указан не правильно, и там две старухи 45+";"1"
"Вера";"23";"Анонимный Дон";"Где территориально находитесь?";"5"
"Валентина";"54";"Анонимный Дон";"Привет<br />";"5"
"Валентина";"54";"Анонимный Дон";"Привет";"5"
"Аня";"22";"Анонимный Дон";"Был сегодня и уже хочу вернуться! Часа категорически мало. Красивая, высокая, развратная и общительная ) обязательно вернусь";"5"
"Аня";"22";"Анонимный Дон";"Салон";"1"
"Милана";"24";"Анонимный Дон";"Встречался 2 недели назад. Принимает в апартаментах, парковка ок, процесс тоже ок.";"5"
"Тая";"51";"Анонимный Дон";"на фотке-некая женщина ,которая работала ещё в 90-х.";"1"
"Женя";"24";"Анонимный Дон";"Секс";"3"
"Маша";"28";"Анонимный Дон";"застал только на третий раз , но это того стоило! Она оч крутая !";"5"
"Оксана";"28";"Анонимный Дон";"Привет работаешь";"5"
"Оксана";"28";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в тг @Xzxzx88";"5"
"Оксана";"28";"Анонимный Дон";"Работаете?";"5"
"Полина";"22";"Анонимный Дон";"Молоденькая стройненькая очень симпатичная моделька! Стоя до жопы не достать даже раком!Пришлось укладывать и вгонять член в очко лежа!Малость придавил,застонала но выдержала,крепенькая блядина.Слил в нее да еще дал облизать истикающий хрен!Короче трахнул на все сто и пох...на смазливую рожицу";"5"
"Лида";"19";"Анонимный Дон";"Был кто?";"5"
"Ксюша";"25";"Анонимный Дон";"Привет есть время";"5"
"Оля";"23";"Анонимный Дон";"Сервис ужас";"1"
"Аня";"27";"Анонимный Дон";"Привет малышь  , не против рровести время";"5"
"Аня";"27";"Анонимный Дон";"привет работаешь?";"5"
"Аня";"27";"Анонимный Дон";"молодых принимаешь 18 ?";"5"
"Аня";"27";"Анонимный Дон";"Привет кроха, напиши привет.";"5"
"Аня";"27";"Анонимный Дон";"Не дозвонишься до тебя";"4"
"Аня";"27";"Анонимный Дон";"Телеграм будет? у тебя";"5"
"Аня";"27";"Анонимный Дон";"Детка ты просто БОМБА.";"5"
"Аня";"27";"Анонимный Дон";"Фотки ваши работаешь";"3"
"Аня";"27";"Анонимный Дон";"Привет Аня. Ты ещё работаешь? близлежащий метро если можно, куда  приехать?";"5"
"Аня";"27";"Анонимный Дон";"Под разными номерами одни и тоже рожи, толстые старые и большинство негритянки, в которых бесплатно  не захочется а тут еще за деньги.";"1"
"Олеся";"34";"Анонимный Дон";"Фото ваши? Салон или инди?";"1"
"Анютка";"24";"Анонимный Дон";"Аня супер 💕 сексуальная с огромной любовью к членам 😏 особенно к члену во рту . В целом найс от лица и фигуры, до общения) Ань, жди в гости снова)";"5"
"Анютка";"24";"Анонимный Дон";"Встреча была потрясающей. Минет 10 из 10 😍😍😍 фигура огонь, внешне симпатична зайду в гости еще не раз";"5"
"Анютка";"24";"Анонимный Дон";"Классная бестия такое вытворяет с членом просто огонь";"5"
"Анютка";"24";"Анонимный Дон";"Привет, телеграмм есть?";"5"
"Анютка";"24";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"АЙЩЕ";"19";"Анонимный Дон";"Привет. Работаешь?";"5"
"Алена";"36";"Анонимный Дон";"Неповторимая!😙 Я голодный как саблизубый тигр в интимном плане.🙂 Уверен. Ты подаришь мне незабываемые часики твоего драгоценного времени.";"3"
"Юля";"23";"Анонимный Дон";"Привет. Когда свободна?";"5"
"Маша и Алиса";"23";"Анонимный Дон";"Много писать не буду, сегодня заезжал - девушки класс! общительные, веселые, по процессу все супер!";"5"
"Маша и Алиса";"23";"Анонимный Дон";"Жаль нету воцап.";"4"
"Маша и Алиса";"23";"Анонимный Дон";"Цена за двоих.";"5"
"Маша и Алиса";"23";"Анонимный Дон";"Еще работают? Не салон?";"5"
"Алина";"29";"Анонимный Дон";"Блондинистая королева!...Обожаю такой возраст и типаж! Все знают все понимают с полуслова! С ними комфортно и спокойно! Целуется не оторватся.....и так же сосет грамотно не торопясь с чувством глубокого проникновения!!! Подыгрывает умело,делитант и не поймет что пиздит!!!!!Когда кончал особо и не интересовался как она там...отработала и ладно!";"5"
"Ники";"30";"Анонимный Дон";"Привет";"3"
"Лиза";"24";"Анонимный Дон";"Люблю наблюдать! Попросил ее что бы удовлетворяла себя сама! Попочка просто произведение искусства Ласкала себя, стонала закатывала глазки! А когда встала раком ко мне лицом я просто сдрочнул на ее милое личико! Просто супер......";"5"
"Марина";"30";"Анонимный Дон";"Я в восторге. Очень красивая девушка. Лёгкая в общении. Секс бесподобный. Шикарная грудь. Аппетитная попочка. Вообщем самая лучшая";"5"
"Марина";"30";"Анонимный Дон";"В каком точно районе находитесь?";"1"
"Марина";"30";"Анонимный Дон";"😉";"5"
"Марина";"24";"Анонимный Дон";"Привет как дела марина<br />";"5"
"Маша";"21";"Анонимный Дон";"очаровательная малышка";"5"
"Маша";"30";"Анонимный Дон";"Просто супер девочка. Такая миниатюрная. Активная, зажигалка ещё та. Все дырочки доступны. Миньет супер, любит она это дело. Отдаётся по полной. Фото её. Обязательно вернусь и не раз. Часа было реально мало. Целую тебя, до встречи.";"5"
"Маша";"30";"Анонимный Дон";"Кто же на час ходит, надо на всю ночь";"5"
"Инна и Алиса";"25";"Анонимный Дон";"Видео нет";"1"
"Инна и Алиса";"25";"Анонимный Дон";"Шикарные девочки!!! Посещал раннею осенью, отношение отличное, оставили приятные воспоминания. Общая оценка 5.";"5"
"Инна и Алиса";"25";"Анонимный Дон";"Приветик ангелочки напиши мне в личку в тг @Xzxzx88";"5"
"Настя";"24";"Анонимный Дон";"Привет, адрес напишешь?";"5"
"Надя";"28";"Анонимный Дон";"Можно приехать, работаеш?";"5"
"Танюшка";"27";"Анонимный Дон";"Привет крошка";"5"
"Танюшка";"27";"Анонимный Дон";"Как делишки, есть тг";"5"
"Танюшка";"27";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Танюшка";"27";"Анонимный Дон";"У тебя есть место, где побыть наедине?";"5"
"АЛЕНА";"22";"Анонимный Дон";"Красивая и ухоженная телка.";"5"
"АЛЕНА";"22";"Анонимный Дон";"на фото модель Памела";"1"
"Кира";"22";"Анонимный Дон";"Не она , другой человек мошенник";"1"
"Ника";"26";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в тг @Xzxzx88";"5"
"Елена";"28";"Анонимный Дон";"Привет милашка";"5"
"Елена";"28";"Анонимный Дон";"Фото твои? Инди или салон?";"3"
"Лада";"31";"Анонимный Дон";"Фото ваши? Салон или инди?";"1"
"Оля";"27";"Анонимный Дон";"Договорились о всетрече <br />
Я приехал позвонил и начался спектакль <br />
Подождите одну минуточку подождите одну минуточку и т.д <br />
По итогу прождала 40 мин <br />
Так и не попав <br />
Остался крайне не довольным <br />";"1"
"Олеся";"24";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Рита";"20";"Анонимный Дон";"Салон. Фото с порносайта.";"1"
"Наташа";"21";"Анонимный Дон";"Привет, ватс или телега есть?";"3"
"Наташа";"21";"Анонимный Дон";"Здравствуй) Хочу тебя!))) Принимаешь к себе? Актуально?";"3"
"Наташа";"21";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Наташа";"21";"Анонимный Дон";"Привет это салон или как";"3"
"Наташа";"21";"Анонимный Дон";"Привет, сейчас свободна милая красавица?";"5"
"Марта";"41";"Анонимный Дон";"Хорошая толстая сучка! С удовольствием трахается в попку!";"5"
"Марта";"41";"Анонимный Дон";"развод-салон ?";"5"
"Соня";"23";"Анонимный Дон";"Не индивидуалка.";"1"
"Кристина";"26";"Анонимный Дон";"Привет, еще работаешь? Актуально?)";"3"
"Лиана";"22";"Анонимный Дон";"Не отвечает на звонки и смс";"1"
"Оля";"23";"Анонимный Дон";"Не знаю почему но очень хочется ее все время тискать,лапать ,ласкать....такое предрасположение дает..во всяком случае для меня! Входишь в нее нежненько не торопясь глядя в глаза.....которые не врут и это лутший подарок....пусть и покупной....безудержная радость окончания и расслабления....";"5"
"Ира";"26";"Анонимный Дон";"Привет Ира. Ты ещё работаешь?";"5"
"Ангелина";"21";"Анонимный Дон";"Фото  твои ,  реальные или  обман ?";"5"
"Зухра";"22";"Анонимный Дон";"Не тот за кого себя выдаёт на адрес приходил там два женщина за 40";"1"
"Даша";"25";"Анонимный Дон";"Пацаны Ата кидалова";"1"
"Алсу";"22";"Анонимный Дон";"Во всем хороша кошечка! Про таких говорят сладенькая. Нежная,губки ,ручки просто волшебные,Думал что уже не интересно все повидал,а походу не все! Стоял как у молодого,придала сил,волшебница.Сидела сверху,и просила дать сигнал тревоги, а потом молненосно заглотила ртом и высосала все до последней капли....вот это секс, копите деньги....";"5"
"Алекса";"23";"Анонимный Дон";"Фейк?";"4"
"Мила";"19";"Анонимный Дон";"Эту девушку я там не видел не ходите туда написано 2000т там берут 3000т";"1"
"Мила";"19";"Анонимный Дон";"Обман";"1"
"🍓ВИКА🍓А.С🍓";"25";"Анонимный Дон";"Привет милая что по цене ?";"5"
"ВЕРОНИКА";"22";"Анонимный Дон";"Фейк?";"4"
"ВЕРОНИКА";"22";"Анонимный Дон";"Привет, Вероника. Фото твои?";"5"
"ВЕРОНИКА";"22";"Анонимный Дон";"Ты хотела бы, добится со мной в сексе сквирта?";"5"
"ВЕРОНИКА";"22";"Анонимный Дон";"От такой девочки ,сразу ,,приедешь,,только прикоснется😂просто фантастика!!!";"5"
"ВЕРОНИКА";"22";"Анонимный Дон";"Сколько приезд на смолнский бульвар";"5"
"ВЕРОНИКА";"22";"Анонимный Дон";"Если я девственник поможешь ее потерять?";"5"
"Анита";"22";"Анонимный Дон";"Привет работаеш?";"5"
"Анита";"22";"Анонимный Дон";"Привет завтра есть время";"5"
"Марианна";"25";"Анонимный Дон";"не абонент";"1"
"Алёна";"24";"Анонимный Дон";"Написано «индивидуалка», при звонке поясняет, что салон";"1"
"Ника";"22";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в телеграмм @Xzxzx88";"5"
"Ксюша";"18";"Анонимный Дон";"Ксюши там нет , и небыло .... Обломался (( зря проездил .";"1"
"Ксюша";"18";"Анонимный Дон";"Никакой Ксюши там нет";"1"
"Ксюша";"18";"Анонимный Дон";"А кто там есть.<br />";"1"
"Ксюша";"18";"Анонимный Дон";"Старые, толстые узбечки!!!";"1"
"Indi Mila(5+2)в подарок";"23";"Анонимный Дон";"До 18 лет понимаешь?";"5"
"ДАРИНА";"22";"Анонимный Дон";"Это твои фото?";"4"
"Вика";"26";"Анонимный Дон";"Девушка просто прекрасная. Квартира чистая, приятный аромат стоит, располагает) принял душ, и сразу получил шикарный бомбер. Девушка стонет и отдаётся процессу полностью. В перерыве расслабляющий массаж и а второй заход, эффектно взбодрила за секунды и не заметил как закончил в ротик. Время пролетело незаметно. Хочу приехать ещё раз и попробовать остальную программу) спасибо тебе, Викуля за эти незабываемые эмоции! Советую.<br />";"5"
"Настенька";"25";"Анонимный Дон";"Девочка шикарная, я бы с удовольствием ее полизал бы👅👅👅☺️ за взаимные ласки😘 Ты прелесть😍😍😍";"5"
"Алиса";"30";"Анонимный Дон";"Это обман она вапше другая я была у неё";"1"
"Мария";"20";"Анонимный Дон";"Типа фотомандель....обожает когда ее фоткаю во время траха! Немного напрягает,но терпимо,я бы сказал даже возбуждает немного! Особенно клевые фотки получились с членом во рту! И еще пока малость отвлекаешься оттягиваешь оргазм.....есть тема для изучения......";"5"
"Ника";"25";"Анонимный Дон";"Девушка сипатичная, фигура божественая попка что надо лизал без остановки)) такое ощущение что к подружке пришёл)) за такую цену это удивительно, за такую цену такое качество)) зайдете и уходить захочется в месте сней)";"5"
"Ника";"25";"Анонимный Дон";"Здравствуй прелесть";"5"
"Инна";"19";"Анонимный Дон";"Симпотяга, 👍как нибудь наберу. Небыл.";"5"
"Инна";"19";"Анонимный Дон";"Был красотки хорошая собой но секс не айс оценочка три с минусом.";"1"
"Инна";"19";"Анонимный Дон";"Они тоже люди,и отдаются полностью ,тем кто нравится хоть немного";"5"
"Инна";"19";"Анонимный Дон";"на фото польская фотомодель";"1"
"🍓ТАТЬЯНА🍓КУНИ ХОЧУ🍓";"24";"Анонимный Дон";"Приветик ангелочек напиши мне в личку в тг @Xzxzx88";"5"
"Ника";"39";"Анонимный Дон";"Очень красивый девушка был у неё не так давно   анал просто самолёт . Все понравилась приходил на  два часа  строкой феей часа мало. Спасибо тебе большое отдохнул и душой и телом .";"5"
"Регина";"29";"Анонимный Дон";"девушка хороша . но анала нет..";"4"
"Алла";"30";"Анонимный Дон";"Привет, свободна?";"5"
"Лера";"23";"Анонимный Дон";"Она есть кто был доны Сразу отпишитесь";"5"
"Вика";"27";"Анонимный Дон";"Девушка просто🔥";"5"
"Эля и Элина";"22";"Анонимный Дон";"Это Алла Брулетова - блогерша и модель";"1"
"🔥Катя🔥";"24";"Анонимный Дон";"Очень приятная девушка. Инди. От встречи остались только хорошие и позитивные впечатления.";"5"
"🔥Катя🔥";"24";"Анонимный Дон";"Был сегодня. Симпатичная, русская и молоденькая девочка!Все очень достойно!";"5"
